date,etf,sector,mkt_cap,mkt_price,rel_norm_price_to_book
2006-06-20,XLU,Utilities,2442.655,31.75,1.223703822359003
2006-06-20,XLV,Healthcare,1621.497,29.97,0.8965165695817764
2006-06-20,XLY,Consumer discretionary,456.6479,32.85,1.0279472317893033
2006-06-21,XLB,Materials,1178.458,30.84,1.0479782918878568
2006-06-21,XLE,Energy,4059.016,52.0,1.0226527648056822
2006-06-21,XLF,Financials,1802.395,25.944,0.99190399473197
2006-06-21,XLI,Industrials,1069.101,33.35,1.0454031652888744
2006-06-21,XLK,Information technology,1487.221,20.33,0.9675355427256296
2006-06-21,XLP,Consumer staples,1149.452,23.92,0.8103545366728003
2006-06-21,XLU,Utilities,2440.346,31.72,1.2070459416687578
2006-06-21,XLV,Healthcare,1629.612,30.12,0.8911509975066655
2006-06-21,XLY,Consumer discretionary,461.0962,33.17,1.0267890191632207
2006-06-22,XLB,Materials,1172.344,30.68,1.0474484591292597
2006-06-22,XLE,Energy,4099.688,52.22,1.0329914254797667
2006-06-22,XLF,Financials,1922.946,25.8465,0.9933212319703534
2006-06-22,XLI,Industrials,1062.69,33.15,1.0426546924226021
2006-06-22,XLK,Information technology,1469.664,20.09,0.9585510327078892
2006-06-22,XLP,Consumer staples,1147.53,23.88,0.8140104932108951
2006-06-22,XLU,Utilities,2382.888,31.61,1.2067758496297083
2006-06-22,XLV,Healthcare,1620.415,29.95,0.8906297975630648
2006-06-22,XLY,Consumer discretionary,457.4819,32.91,1.0243641830415293
2006-06-23,XLB,Materials,1182.279,30.94,1.054345864744797
2006-06-23,XLE,Energy,4454.988,53.38,1.0493691160319356
2006-06-23,XLF,Financials,1910.259,25.676,0.986081188926267
2006-06-23,XLI,Industrials,1080.533,33.24,1.0427196114696056
2006-06-23,XLK,Information technology,1465.275,20.03,0.9523090422368747
2006-06-23,XLP,Consumer staples,1149.635,23.8,0.8092663037447066
2006-06-23,XLU,Utilities,2367.661,31.66,1.2057809144933798
2006-06-23,XLV,Healthcare,1622.038,29.98,0.8906062894349056
2006-06-23,XLY,Consumer discretionary,457.0649,32.88,1.020717821440247
2006-06-26,XLB,Materials,1208.991,31.03,1.0520201135952494
2006-06-26,XLE,Energy,4452.957,53.97,1.0580180720616963
2006-06-26,XLF,Financials,1971.835,25.9034,0.9906058582368319
2006-06-26,XLI,Industrials,1096.79,33.33,1.0406221317000106
2006-06-26,XLK,Information technology,1463.183,20.07,0.9528126395363652
2006-06-26,XLP,Consumer staples,1165.487,23.93,0.8067944660919466
2006-06-26,XLU,Utilities,2388.51,31.79,1.206068589195002
2006-06-26,XLV,Healthcare,1616.086,29.87,0.8853323045625406
2006-06-26,XLY,Consumer discretionary,466.0381,33.05,1.0192093993226141
2006-06-27,XLB,Materials,1253.544,30.64,1.0461104353935051
2006-06-27,XLE,Energy,4196.265,54.07,1.0742710712942252
2006-06-27,XLF,Financials,1952.673,25.6516,0.9893730976825901
2006-06-27,XLI,Industrials,1098.146,33.02,1.0381709002269386
2006-06-27,XLK,Information technology,1443.499,19.8,0.9463281044643375
2006-06-27,XLP,Consumer staples,1176.803,23.82,0.8106696307044293
2006-06-27,XLU,Utilities,2360.492,31.67,1.2114742044027664
2006-06-27,XLV,Healthcare,1628.874,29.56,0.881333670235782
2006-06-27,XLY,Consumer discretionary,466.6416,32.63,1.014138731582409
2006-06-28,XLB,Materials,1256.817,30.72,1.041387820325307
2006-06-28,XLE,Energy,4221.69,55.0,1.0963939069566127
2006-06-28,XLF,Financials,1967.945,25.7897,0.9881287249354852
2006-06-28,XLI,Industrials,1101.472,33.12,1.0355280293757019
2006-06-28,XLK,Information technology,1452.977,19.93,0.9459654654408598
2006-06-28,XLP,Consumer staples,1198.989,23.93,0.808818669227496
2006-06-28,XLU,Utilities,2338.616,31.76,1.2086980623566568
2006-06-28,XLV,Healthcare,1628.874,29.56,0.8783777115763097
2006-06-28,XLY,Consumer discretionary,467.0706,32.66,1.0089482932395861
2006-06-29,XLB,Materials,1303.943,31.95,1.0600699678224739
2006-06-29,XLE,Energy,4745.836,56.56,1.1009242878562513
2006-06-29,XLF,Financials,2002.974,26.3337,0.9878049440219117
2006-06-29,XLI,Industrials,1124.752,33.82,1.0332660529166813
2006-06-29,XLK,Information technology,1490.158,20.44,0.95072933903918
2006-06-29,XLP,Consumer staples,1218.028,24.31,0.8033656970281778
2006-06-29,XLU,Utilities,2409.018,32.17,1.1949460252774073
2006-06-29,XLV,Healthcare,1656.977,30.07,0.8734367702334592
2006-06-29,XLY,Consumer discretionary,477.2244,33.37,1.0077216784050995
2006-06-30,XLB,Materials,1213.765,32.1,1.0608015304386857
2006-06-30,XLE,Energy,4775.966,56.75,1.0494821289323488
2006-06-30,XLF,Financials,2016.819,26.2606,1.0015706072658659
2006-06-30,XLI,Industrials,1056.799,33.81,1.038010979276295
2006-06-30,XLK,Information technology,1482.138,20.33,0.949909266340726
2006-06-30,XLP,Consumer staples,1167.264,24.19,0.8060132139227688
2006-06-30,XLU,Utilities,2376.027,32.29,1.1892870716243766
2006-06-30,XLV,Healthcare,1605.865,30.24,0.8823633901475357
2006-06-30,XLY,Consumer discretionary,477.5104,33.39,1.0335356972992868
2006-07-03,XLB,Materials,1249.246,32.48,1.065738295991229
2006-07-03,XLE,Energy,4876.059,57.36,1.0560711933407094
2006-07-03,XLF,Financials,2110.865,26.5692,1.007099353230845
2006-07-03,XLI,Industrials,1060.55,33.93,1.0346222096545965
2006-07-03,XLK,Information technology,1493.074,20.48,0.9493949636391473
2006-07-03,XLP,Consumer staples,1174.02,24.33,0.8036035056808339
2006-07-03,XLU,Utilities,2413.945,32.65,1.1929555733676036
2006-07-03,XLV,Healthcare,1609.051,30.3,0.8813573235421872
2006-07-03,XLY,Consumer discretionary,478.2254,33.44,1.0204685912281457
2006-07-05,XLB,Materials,1245.477,32.09,1.05833844704398
2006-07-05,XLE,Energy,4950.019,57.62,1.069648735849697
2006-07-05,XLF,Financials,2137.861,26.3175,1.006512305502505
2006-07-05,XLI,Industrials,1052.736,33.68,1.034387345943692
2006-07-05,XLK,Information technology,1469.745,20.16,0.9387272557850251
2006-07-05,XLP,Consumer staples,1164.369,24.13,0.80417219058176
2006-07-05,XLU,Utilities,2397.68,32.43,1.1952585288637725
2006-07-05,XLV,Healthcare,1607.458,30.27,0.8854983497952236
2006-07-05,XLY,Consumer discretionary,473.7921,33.13,1.0189402810014514
2006-07-06,XLB,Materials,1263.549,32.06,1.057251903390054
2006-07-06,XLE,Energy,4908.398,57.47,1.0685241509773205
2006-07-06,XLF,Financials,2144.457,26.3987,1.0078032892871787
2006-07-06,XLI,Industrials,1055.549,33.77,1.0344877070406873
2006-07-06,XLK,Information technology,1471.203,20.18,0.9375570063593232
2006-07-06,XLP,Consumer staples,1188.865,24.41,0.8129972920783355
2006-07-06,XLU,Utilities,2352.851,32.26,1.18615331548211
2006-07-06,XLV,Healthcare,1613.3,30.38,0.88824092810268
2006-07-06,XLY,Consumer discretionary,474.0782,33.15,1.017618743844285
2006-07-07,XLB,Materials,1218.705,31.81,1.0525037463919193
2006-07-07,XLE,Energy,4697.22,56.69,1.060343354470148
2006-07-07,XLF,Financials,2133.903,26.2688,1.0098793117783726
2006-07-07,XLI,Industrials,1039.92,33.27,1.0242518204979347
2006-07-07,XLK,Information technology,1456.622,19.98,0.9305718415549206
2006-07-07,XLP,Consumer staples,1186.429,24.36,0.817493677578835
2006-07-07,XLU,Utilities,2371.084,32.51,1.2035571842517194
2006-07-07,XLV,Healthcare,1614.893,30.41,0.8959760159318696
2006-07-07,XLY,Consumer discretionary,470.5029,32.9,1.0162706457018116
2006-07-10,XLB,Materials,1221.77,31.89,1.053407681727587
2006-07-10,XLE,Energy,4711.306,56.86,1.0615789528470967
2006-07-10,XLF,Financials,2097.931,26.447400000000002,1.013483647811865
2006-07-10,XLI,Industrials,1042.734,33.36,1.0255890946461566
2006-07-10,XLK,Information technology,1439.854,19.75,0.9156656451196685
2006-07-10,XLP,Consumer staples,1193.735,24.51,0.8217250463377876
2006-07-10,XLU,Utilities,2402.192,32.69,1.206497777903983
2006-07-10,XLV,Healthcare,1620.734,30.52,0.8985216593109657
2006-07-10,XLY,Consumer discretionary,471.075,32.94,1.0145696219644498
2006-07-11,XLB,Materials,1178.832,31.85,1.0464171285057038
2006-07-11,XLE,Energy,4649.833,57.9,1.0770521367656647
2006-07-11,XLF,Financials,2069.253,26.4555,1.0097220851711146
2006-07-11,XLI,Industrials,1045.547,33.45,1.0229160927511916
2006-07-11,XLK,Information technology,1442.712,19.83,0.9173124146556657
2006-07-11,XLP,Consumer staples,1228.403,24.64,0.8232604868149738
2006-07-11,XLU,Utilities,2415.622,32.94,1.2084740675036114
2006-07-11,XLV,Healthcare,1636.687,30.59,0.8970144541553287
2006-07-11,XLY,Consumer discretionary,470.6459,32.91,1.0090199253464285
2006-07-12,XLB,Materials,1056.487,31.62,1.0497310220562843
2006-07-12,XLE,Energy,4596.267,57.7,1.0869376250103948
2006-07-12,XLF,Financials,1987.635,26.1957,1.008706238834597
2006-07-12,XLI,Industrials,1034.919,33.11,1.0228223771003988
2006-07-12,XLK,Information technology,1416.52,19.47,0.9051719224624742
2006-07-12,XLP,Consumer staples,1233.096,24.44,0.8241695500869792
2006-07-12,XLU,Utilities,2403.888,32.78,1.2117014927264211
2006-07-12,XLV,Healthcare,1630.802,30.48,0.9006692709787012
2006-07-12,XLY,Consumer discretionary,463.2094,32.39,1.0017492226403593
2006-07-13,XLB,Materials,1003.703,30.73,1.0311012201908392
2006-07-13,XLE,Energy,4803.915,57.15,1.094202541369426
2006-07-13,XLF,Financials,1956.213,25.7816,1.0075197524579642
2006-07-13,XLI,Industrials,1047.062,32.46,1.0173288812889927
2006-07-13,XLK,Information technology,1380.792,19.15,0.9020618206469949
2006-07-13,XLP,Consumer staples,1271.485,24.24,0.830002707337939
2006-07-13,XLU,Utilities,2427.749,32.66,1.2263742812804475
2006-07-13,XLV,Healthcare,1643.841,30.16,0.9059646245619394
2006-07-13,XLY,Consumer discretionary,454.7718,31.8,0.9974647996967815
2006-07-14,XLB,Materials,1005.336,30.78,1.0371230946130023
2006-07-14,XLE,Energy,4831.324,57.82,1.1139030117323652
2006-07-14,XLF,Financials,1889.706,25.676,1.0070771023785212
2006-07-14,XLI,Industrials,1016.224,32.0,1.003967469829902
2006-07-14,XLK,Information technology,1377.186,19.1,0.9028536039482276
2006-07-14,XLP,Consumer staples,1258.896,24.0,0.8260966014984946
2006-07-14,XLU,Utilities,2466.94,32.66,1.2317189956867616
2006-07-14,XLV,Healthcare,1648.47,29.97,0.9030800934356453
2006-07-14,XLY,Consumer discretionary,448.9084,31.39,0.9871395804954086
2006-07-17,XLB,Materials,991.9449,30.37,1.0263359846352123
2006-07-17,XLE,Energy,4473.65,55.95,1.0824460519477554
2006-07-17,XLF,Financials,1836.268,25.7247,1.0110931807012555
2006-07-17,XLI,Industrials,1012.731,31.89,1.0048459394431637
2006-07-17,XLK,Information technology,1381.513,19.16,0.9095050695664415
2006-07-17,XLP,Consumer staples,1270.464,24.06,0.8309123587060318
2006-07-17,XLU,Utilities,2499.938,32.75,1.239488323250159
2006-07-17,XLV,Healthcare,1700.205,30.09,0.9101000001591087
2006-07-17,XLY,Consumer discretionary,452.0546,31.61,0.9973867101118522
2006-07-18,XLB,Materials,965.691,30.5,1.0282786989357273
2006-07-18,XLE,Energy,4327.993,56.02,1.0830279626493167
2006-07-18,XLF,Financials,1840.325,25.7816,1.0111960599827643
2006-07-18,XLI,Industrials,1006.28,32.04,1.006968162026655
2006-07-18,XLK,Information technology,1383.437,19.2,0.9109529192353736
2006-07-18,XLP,Consumer staples,1282.315,24.17,0.8336968517061908
2006-07-18,XLU,Utilities,2664.475,32.8,1.2393946151811797
2006-07-18,XLV,Healthcare,1700.205,30.09,0.9092768245539165
2006-07-18,XLY,Consumer discretionary,432.0564,31.42,0.9892349004608121
2006-07-19,XLB,Materials,991.6539,31.32,1.0384675625408049
2006-07-19,XLE,Energy,4364.313,56.6,1.0698058229320304
2006-07-19,XLF,Financials,1905.309,26.4636,1.0214241110980544
2006-07-19,XLI,Industrials,1026.695,32.69,1.0094463496956103
2006-07-19,XLK,Information technology,1403.612,19.48,0.9054734135449527
2006-07-19,XLP,Consumer staples,1298.231,24.47,0.8273758147758045
2006-07-19,XLU,Utilities,2611.852,33.3,1.2320698942833885
2006-07-19,XLV,Healthcare,1740.323,30.8,0.9160451721773257
2006-07-19,XLY,Consumer discretionary,440.7195,32.05,0.9916646106149979
2006-07-20,XLB,Materials,971.7204,30.45,1.019772850781202
2006-07-20,XLE,Energy,4112.315,55.23,1.0585803237856974
2006-07-20,XLF,Financials,2064.878,26.3581,1.0289137816979221
2006-07-20,XLI,Industrials,976.8342,32.02,0.9991037834008514
2006-07-20,XLK,Information technology,1385.357,19.2,0.9013092505644373
2006-07-20,XLP,Consumer staples,1312.762,24.49,0.8381595319663855
2006-07-20,XLU,Utilities,2618.127,33.38,1.2513583229909013
2006-07-20,XLV,Healthcare,1731.228,30.83,0.9267545136598461
2006-07-20,XLY,Consumer discretionary,449.1776,31.63,0.9880664656968279
2006-07-21,XLB,Materials,958.9556,30.05,1.0096779856268294
2006-07-21,XLE,Energy,3816.76,54.48,1.0497750921058167
2006-07-21,XLF,Financials,2085.708,26.2119,1.0304570865982374
2006-07-21,XLI,Industrials,957.5619,31.7,0.9962751837265005
2006-07-21,XLK,Information technology,1370.926,19.0,0.89507830727317
2006-07-21,XLP,Consumer staples,1310.082,24.44,0.8416549773558002
2006-07-21,XLU,Utilities,2617.71,33.46,1.2651933468299406
2006-07-21,XLV,Healthcare,1739.089,30.97,0.9372396999392388
2006-07-21,XLY,Consumer discretionary,459.1624,31.34,0.9871597269223659
2006-07-24,XLB,Materials,942.816,30.5,1.0088539162842391
2006-07-24,XLE,Energy,3970.939,56.12,1.0648759278194282
2006-07-24,XLF,Financials,1991.855,26.553,1.0256526124895582
2006-07-24,XLI,Industrials,973.2695,32.22,0.9961365295430111
2006-07-24,XLK,Information technology,1391.851,19.29,0.8956734872757459
2006-07-24,XLP,Consumer staples,1319.73,24.62,0.8345147716422129
2006-07-24,XLU,Utilities,2633.52,33.77,1.2527324911255697
2006-07-24,XLV,Healthcare,1772.782,31.57,0.9415377887702814
2006-07-24,XLY,Consumer discretionary,451.514,32.02,0.9921856455958546
2006-07-25,XLB,Materials,957.3447,30.97,1.017401243175931
2006-07-25,XLE,Energy,4125.932,57.1,1.0749825789320726
2006-07-25,XLF,Financials,1998.367,26.6179,1.0205111926623702
2006-07-25,XLI,Industrials,968.9444,32.13,0.9848266344891751
2006-07-25,XLK,Information technology,1407.003,19.5,0.8947168012555209
2006-07-25,XLP,Consumer staples,1331.111,24.74,0.8324110227899864
2006-07-25,XLU,Utilities,2644.438,33.91,1.2484041987873402
2006-07-25,XLV,Healthcare,1815.007,31.84,0.9436593255457368
2006-07-25,XLY,Consumer discretionary,442.6793,32.31,0.9952678071496311
2006-07-26,XLB,Materials,938.1858,30.9,1.0160612047990154
2006-07-26,XLE,Energy,4226.503,58.25,1.0955193733808333
2006-07-26,XLF,Financials,2046.676,26.5854,1.0200427022183784
2006-07-26,XLI,Industrials,983.5421,31.72,0.9712337151509978
2006-07-26,XLK,Information technology,1410.611,19.55,0.8955422290851777
2006-07-26,XLP,Consumer staples,1361.584,24.62,0.8296996777553728
2006-07-26,XLU,Utilities,2653.795,34.03,1.2535387586402045
2006-07-26,XLV,Healthcare,1823.558,31.99,0.9481178265195407
2006-07-26,XLY,Consumer discretionary,437.61,31.94,0.983203222859444
2006-07-27,XLB,Materials,902.4296,30.22,0.999113088297393
2006-07-27,XLE,Energy,4230.649,57.75,1.0980106023885423
2006-07-27,XLF,Financials,2034.798,26.4312,1.0216827603023837
2006-07-27,XLI,Industrials,1024.423,31.66,0.9774141406458499
2006-07-27,XLK,Information technology,1400.434,19.49,0.8966158066289674
2006-07-27,XLP,Consumer staples,1320.938,24.46,0.8303848336276602
2006-07-27,XLU,Utilities,2632.74,33.76,1.250985434960022
2006-07-27,XLV,Healthcare,1814.437,31.83,0.9511065427146875
2006-07-27,XLY,Consumer discretionary,436.6509,31.87,0.9874051582998676
2006-07-28,XLB,Materials,903.4688,30.77,1.005680758517433
2006-07-28,XLE,Energy,4220.561,57.77,1.0840715784453445
2006-07-28,XLF,Financials,2071.056,26.9021,1.0305231935168448
2006-07-28,XLI,Industrials,1055.283,32.02,0.9789028605128497
2006-07-28,XLK,Information technology,1424.865,19.83,0.9068802711229529
2006-07-28,XLP,Consumer staples,1343.235,24.69,0.8291988608085072
2006-07-28,XLU,Utilities,2689.765,33.99,1.2420149277266748
2006-07-28,XLV,Healthcare,1862.528,32.0,0.9449849967670827
2006-07-28,XLY,Consumer discretionary,490.3842,32.26,0.989642437792815
2006-07-31,XLB,Materials,907.2858,30.9,1.0129289982765473
2006-07-31,XLE,Energy,4234.999,58.65,1.1011653433297273
2006-07-31,XLF,Financials,2117.55,26.8615,1.0282083335435566
2006-07-31,XLI,Industrials,1062.16,31.89,0.9743131324230064
2006-07-31,XLK,Information technology,1422.709,19.8,0.905642100401379
2006-07-31,XLP,Consumer staples,1385.846,24.57,0.8202049075002712
2006-07-31,XLU,Utilities,2677.895,33.84,1.2374866627881564
2006-07-31,XLV,Healthcare,1872.071,31.89,0.9409508978777191
2006-07-31,XLY,Consumer discretionary,490.6883,32.28,0.9915725493547393
2006-08-01,XLB,Materials,883.1185,30.65,1.0056754167682076
2006-08-01,XLE,Energy,4204.88,58.72,1.107578231086111
2006-08-01,XLF,Financials,2061.679,26.7803,1.0268288483122794
2006-08-01,XLI,Industrials,1057.115,31.69,0.9830822568765998
2006-08-01,XLK,Information technology,1402.59,19.52,0.8919502355078555
2006-08-01,XLP,Consumer staples,1379.102,24.45,0.8171722032284882
2006-08-01,XLU,Utilities,2779.719,34.26,1.254401112330551
2006-08-01,XLV,Healthcare,1927.878,31.89,0.9439159010256719
2006-08-01,XLY,Consumer discretionary,486.128,31.98,0.9832619404795704
2006-08-02,XLB,Materials,897.2368,31.14,1.0150064806969463
2006-08-02,XLE,Energy,4186.996,58.84,1.1031718081934205
2006-08-02,XLF,Financials,2058.888,26.8291,1.0215512038349934
2006-08-02,XLI,Industrials,1063.787,31.89,0.9827090645347705
2006-08-02,XLK,Information technology,1419.835,19.76,0.8951092538766234
2006-08-02,XLP,Consumer staples,1391.511,24.67,0.8200368920798501
2006-08-02,XLU,Utilities,2684.864,34.23,1.2438488697352672
2006-08-02,XLV,Healthcare,1939.969,32.09,0.9443308182838263
2006-08-02,XLY,Consumer discretionary,490.0802,32.24,0.9872207651387592
2006-08-03,XLB,Materials,930.9083,31.33,1.0205703306957077
2006-08-03,XLE,Energy,4191.536,58.33,1.093587501493946
2006-08-03,XLF,Financials,2067.612,26.9427,1.0236857467691785
2006-08-03,XLI,Industrials,1099.787,32.15,0.9902977668750568
2006-08-03,XLK,Information technology,1425.137,19.82,0.9011765997550062
2006-08-03,XLP,Consumer staples,1404.788,24.73,0.8215347223557159
2006-08-03,XLU,Utilities,2668.124,34.06,1.2333714594303864
2006-08-03,XLV,Healthcare,1915.089,31.81,0.9341322685824515
2006-08-03,XLY,Consumer discretionary,494.7424,32.44,0.9938222231030464
2006-08-04,XLB,Materials,926.4514,31.18,1.0168161775986775
2006-08-04,XLE,Energy,4026.185,57.84,1.087802670172749
2006-08-04,XLF,Financials,2146.786,26.9996,1.0283563185939575
2006-08-04,XLI,Industrials,1099.914,32.06,0.9896709913413614
2006-08-04,XLK,Information technology,1421.811,19.76,0.9000983701336481
2006-08-04,XLP,Consumer staples,1405.356,24.74,0.8236935158379216
2006-08-04,XLU,Utilities,2653.576,34.07,1.233367708336598
2006-08-04,XLV,Healthcare,1933.192,31.82,0.9360712511712153
2006-08-04,XLY,Consumer discretionary,528.9675,32.45,0.9961050199502515
2006-08-07,XLB,Materials,930.9083,31.33,1.024010322328508
2006-08-07,XLE,Energy,3703.333,58.45,1.1001189036582615
2006-08-07,XLF,Financials,2187.06,26.9427,1.026729178832726
2006-08-07,XLI,Industrials,1095.454,31.93,0.9866734594740102
2006-08-07,XLK,Information technology,1421.697,19.69,0.8988102934872233
2006-08-07,XLP,Consumer staples,1401.947,24.68,0.8239695262896406
2006-08-07,XLU,Utilities,2622.422,33.67,1.2211856453118755
2006-08-07,XLV,Healthcare,1927.117,31.72,0.9354953942061278
2006-08-07,XLY,Consumer discretionary,527.8264,32.38,0.9947081467362533
2006-08-08,XLB,Materials,849.8578,31.002,1.0162423056814929
2006-08-08,XLE,Energy,3617.871,58.11,1.1001025406575704
2006-08-08,XLF,Financials,2194.298,26.7479,1.0239641109517401
2006-08-08,XLI,Industrials,1082.683,31.65,0.9800107363823085
2006-08-08,XLK,Information technology,1418.604,19.62,0.8991270970275356
2006-08-08,XLP,Consumer staples,1445.381,24.79,0.8309897958314003
2006-08-08,XLU,Utilities,2642.247,33.99,1.2358886933469166
2006-08-08,XLV,Healthcare,1926.509,31.71,0.9389218047505024
2006-08-08,XLY,Consumer discretionary,557.702,32.05,0.9868307691154367
2006-08-09,XLB,Materials,850.6254,31.03,1.020730812637158
2006-08-09,XLE,Energy,3572.198,58.6,1.110403700413798
2006-08-09,XLF,Financials,2134.141,26.4312,1.0136643400015846
2006-08-09,XLI,Industrials,1069.037,31.16,0.9691500463375712
2006-08-09,XLK,Information technology,1441.099,19.74,0.9119658555015462
2006-08-09,XLP,Consumer staples,1422.506,24.63,0.8288085025136946
2006-08-09,XLU,Utilities,2637.924,34.0,1.239640768774137
2006-08-09,XLV,Healthcare,1928.332,31.74,0.9416381773394389
2006-08-09,XLY,Consumer discretionary,550.0456,31.61,0.9763577771823945
2006-08-10,XLB,Materials,852.8184,31.11,1.0181279857841592
2006-08-10,XLE,Energy,3633.023,58.12,1.098523556012659
2006-08-10,XLF,Financials,2123.37,26.5611,1.014369273302541
2006-08-10,XLI,Industrials,1077.614,31.41,0.9726734092791309
2006-08-10,XLK,Information technology,1449.912,19.82,0.9136654283721146
2006-08-10,XLP,Consumer staples,1437.522,24.89,0.8344405564589044
2006-08-10,XLU,Utilities,2634.045,33.95,1.2318533002871612
2006-08-10,XLV,Healthcare,1926.509,31.71,0.9377960703570463
2006-08-10,XLY,Consumer discretionary,519.08,32.04,0.9899656772234127
2006-08-11,XLB,Materials,843.2239,30.76,1.0093831927559986
2006-08-11,XLE,Energy,3931.463,58.15,1.099740905329572
2006-08-11,XLF,Financials,2001.113,26.4799,1.0217413230773544
2006-08-11,XLI,Industrials,1071.439,31.23,0.9714873645616046
2006-08-11,XLK,Information technology,1447.778,19.71,0.9095179934768569
2006-08-11,XLP,Consumer staples,1434.634,24.84,0.8369399645798347
2006-08-11,XLU,Utilities,2627.838,33.87,1.2333629527196663
2006-08-11,XLV,Healthcare,1917.396,31.56,0.9359580827643594
2006-08-11,XLY,Consumer discretionary,518.918,32.03,0.9934037525430034
2006-08-14,XLB,Materials,841.0308,30.68,1.006037473375973
2006-08-14,XLE,Energy,4015.488,56.95,1.0792836346997812
2006-08-14,XLF,Financials,2065.602,26.5124,1.0213523143693226
2006-08-14,XLI,Industrials,1042.207,31.29,0.9744880547173633
2006-08-14,XLK,Information technology,1460.266,19.88,0.9204214450482553
2006-08-14,XLP,Consumer staples,1437.522,24.89,0.8386337909650088
2006-08-14,XLU,Utilities,2666.143,34.1,1.237365249171438
2006-08-14,XLV,Healthcare,1882.112,31.63,0.9373720692288984
2006-08-14,XLY,Consumer discretionary,530.0121,32.12,0.9960613473872705
2006-08-15,XLB,Materials,832.2188,31.33,1.012465902229936
2006-08-15,XLE,Energy,4419.443,57.24,1.0644639443661996
2006-08-15,XLF,Financials,2050.598,26.959,1.026304633455027
2006-08-15,XLI,Industrials,1045.263,31.86,0.979313809915098
2006-08-15,XLK,Information technology,1500.156,20.34,0.9341415791631281
2006-08-15,XLP,Consumer staples,1459.288,25.05,0.8323105764757619
2006-08-15,XLU,Utilities,2681.627,34.32,1.2295715417806572
2006-08-15,XLV,Healthcare,1898.178,31.9,0.9336155965389378
2006-08-15,XLY,Consumer discretionary,511.3816,32.57,0.9982854980360287
2006-08-16,XLB,Materials,894.6484,31.88,1.0242008031186576
2006-08-16,XLE,Energy,4355.313,57.0,1.0458352343689095
2006-08-16,XLF,Financials,2131.814,27.1051,1.0248203077344955
2006-08-16,XLI,Industrials,1102.755,32.57,0.9954712651583918
2006-08-16,XLK,Information technology,1548.55,20.66,0.9495659924139771
2006-08-16,XLP,Consumer staples,1438.463,25.08,0.8257799856867368
2006-08-16,XLU,Utilities,2637.924,34.0,1.2058816982280396
2006-08-16,XLV,Healthcare,1914.839,32.18,0.9349003012408609
2006-08-16,XLY,Consumer discretionary,506.6929,32.9,1.0027149047872357
2006-08-17,XLB,Materials,889.0358,31.68,1.0187753963195185
2006-08-17,XLE,Energy,4573.79,56.6,1.0418546860355835
2006-08-17,XLF,Financials,2155.584,27.1945,1.0278213054141798
2006-08-17,XLI,Industrials,1128.567,32.61,0.9972386691096057
2006-08-17,XLK,Information technology,1560.483,20.75,0.9524725988489537
2006-08-17,XLP,Consumer staples,1432.413,25.04,0.8246817507143062
2006-08-17,XLU,Utilities,2612.747,33.96,1.2004341055027001
2006-08-17,XLV,Healthcare,1917.986,32.26,0.9372475507427432
2006-08-17,XLY,Consumer discretionary,519.7031,33.1,1.008343540230051
2006-08-18,XLB,Materials,889.0358,31.68,1.0141517033991652
2006-08-18,XLE,Energy,4946.671,57.48,1.0539913039360238
2006-08-18,XLF,Financials,2158.802,27.2351,1.0242493278938671
2006-08-18,XLI,Industrials,1125.798,32.53,0.9891532849995941
2006-08-18,XLK,Information technology,1566.499,20.83,0.9545428560445433
2006-08-18,XLP,Consumer staples,1440.994,25.19,0.827046515317372
2006-08-18,XLU,Utilities,2641.982,34.34,1.2095974042275868
2006-08-18,XLV,Healthcare,1920.959,32.31,0.9348911670972956
2006-08-18,XLY,Consumer discretionary,544.3636,33.09,1.0016633045761785
2006-08-21,XLB,Materials,889.0358,31.68,1.0163223431875525
2006-08-21,XLE,Energy,4973.588,57.86,1.0659205646441379
2006-08-21,XLF,Financials,2215.584,27.1295,1.0231325237715334
2006-08-21,XLI,Industrials,1115.762,32.24,0.983387232958405
2006-08-21,XLK,Information technology,1555.971,20.69,0.9478936500793326
2006-08-21,XLP,Consumer staples,1444.426,25.25,0.8299010986483235
2006-08-21,XLU,Utilities,2647.368,34.41,1.2143523060523698
2006-08-21,XLV,Healthcare,1914.419,32.2,0.9345096179901247
2006-08-21,XLY,Consumer discretionary,538.4412,32.73,0.9942299725142757
2006-08-22,XLB,Materials,847.0835,31.77,1.0192627010397102
2006-08-22,XLE,Energy,5036.237,58.25,1.0691294156583935
2006-08-22,XLF,Financials,2052.931,27.1214,1.0196784014288667
2006-08-22,XLI,Industrials,1125.691,32.34,0.9815059876680328
2006-08-22,XLK,Information technology,1556.723,20.7,0.9460343689539952
2006-08-22,XLP,Consumer staples,1443.282,25.23,0.8287742223265118
2006-08-22,XLU,Utilities,2656.6,34.53,1.219841079744688
2006-08-22,XLV,Healthcare,1905.829,32.3,0.93560245058084
2006-08-22,XLY,Consumer discretionary,492.1677,32.7,0.9901835570626595
2006-08-23,XLB,Materials,801.3423,31.72,1.0233029063252848
2006-08-23,XLE,Energy,4702.637,57.03,1.058132761761089
2006-08-23,XLF,Financials,1990.175,27.0402,1.0254407449325609
2006-08-23,XLI,Industrials,1117.337,32.1,0.9812405081886805
2006-08-23,XLK,Information technology,1528.602,20.6,0.9467456230480701
2006-08-23,XLP,Consumer staples,1438.706,25.15,0.8327299743420299
2006-08-23,XLU,Utilities,2635.737,34.17,1.2126301395549792
